KsiazkaId,Tytul,Autor,Opis,Kategoria,Opis_en
1312,Królestwo piekieł. Powstanie Warszawskie (ebook),Sven Hassel,"Walcząca Warszawa doświadcza niewyobrażalnych okrucieństw i zniszczenia podczas Powstania Warszawskiego. Karny batalion Wehrmachtu zostaje przerzucony z frontu wschodniego do stolicy Polski, w której szaleje demoniczny Oskar Dirlewanger, Oberführer SS, znany ze swego sadyzmu i bezwzględności. Naziści, zdając sobie sprawę, że wojna jest już przegrana, nie mają nic do stracenia i pogrążają się w szaleństwie zabijania. Sven Hassel był Duńczykiem, w czasie II wojny światowej walczył w armii niemieckiej. Służył jako kierowca czołgu w liniowej jednostce pancernej. Podjął nieudaną próbę dezercji, za co został przeniesiony do karnej jednostki frontowej Wehrmachtu. Walczył na wszystkich frontach oprócz afrykańskiego, dosłużył się stopnia porucznika, a po wojnie trafił do niewoli radzieckiej. Napisał czternaście powieści, które zostały przetłumaczone na 25 języków i wydane w nakładzie przeszło 50 milionów egzemplarzy.",Historia,"
Fighting Warsaw experiences unimaginable cruelty and destruction during the Uprising
Warsaw. A penal battalion of the Wehrmacht is transferred from the Eastern Front to the capital of Poland, where the demonic Oskar Dirlewanger , Oberführer SS, known for his sadism and ruthlessness, is raging. The Nazis, realizing that the war is already lost, have nothing to lose and plunge into a killing frenzy. Sven Hassel was a Dane, who fought in the German army during World War II. He served as a tank driver in a linear armored unit. He made an unsuccessful attempt to desert, for which he was transferred to a penal front unit of the Wehrmacht. He fought on all fronts except the African one, achieved the rank of lieutenant, and after the war was taken prisoner by the Soviets. He wrote fourteen novels, which were translated into 25 languages and published in over 50 million copies."
139,Arras 1917,Witold J. Ławrynowicz,"Od jesieni 1914 roku na froncie zachodnim I wojny światowej trwało piekło wojny okopowej. Ofensywy podejmowane zarówno przez Niemców, jak i przez aliantów nie zdołały przełamać obrony przeciwnika. Kosztowały życie setek tysięcy żołnierzy, masakrowanych przez morderczy ogień dział, moździerzy i karabinów maszynowych.

Wiosną 1917 roku sprzymierzeni zorganizowali kolejną operację zaczepną, nazwaną od nazwiska francuskiego głównodowodzącego ofensywą Nivelle’a. Jej częścią było natarcie Brytyjskich Sił Ekspedycyjnych (BEF) pod Arras i Vimy w północnej Francji, które miało związać niemieckie rezerwy i ułatwić Francuzom przebicie frontu nad rzeką Aisne.

Rozpoczęło się 9 kwietnia na szerokości ponad 30 km, poprzedzone wielodniowym ostrzałem artyleryjskim - zużyto wówczas prawie 2,7 mln pocisków! Mimo początkowych sukcesów, m.in. zajęcia Vimy przez Kanadyjczyków, ofensywa szybko utknęła. Walki trwały do drugiej połowy maja. Krwawą jatkę pod Arras, która kosztowała życie lub rany 158 tys. żołnierzy BEF i ok. 120 tys. Niemców, opisuje Witold Ławrynowicz.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2556,Sand Creek 1864,Jarosław Wojtczak,"""Czarny Kocioł wyciągnął amerykańską flagę i zatknął ją na długą tyczkę wraz z kawałkiem długiej materii. Stał pod namiotem z gwiaździstym sztandarem powiewającym na wietrze i wołając, że to nieporozumienie, wzywał ludzi do gromadzenia się wokół flagi i zachowania spokoju. Wokół niego zbierały się tymczasem tłumy kobiet, dzieci i starców wierząc, że tak długo ja będzie powiewać nad nimi flaga Stanów Zjednoczonych, wojsko nie będzie do nich strzelać. Od strony obozu Białej Antylopy i Wojennego Czepca (...) nadciągały nowe grupy Indian wystraszone strzałami żołnierzy. Biała Antylopa szedł na przedzie z wiarą w magiczną moc flagi (...). Gdy dotarł do namiotu Czarnego Kotła, dołączył do nich Stojący w Wodzie i wodzowie wyszli naprzeciw wojska, aby powiedzieć, że nie chcą walczyć. W ich stronę natychmiast posypały się kule. Zawrócili więc i pobiegli z powrotem do obozu."" Książka prezentuje najważniejszą bitwę okresu kolonizacji Wielkich Równin przez Amerykanów. Masakra Czejenów i Arapahów nad potokiem Sand Creek w Kolorado na zawsze pozostała symbolem krwawej eksterminacji i śmierci ludzi, których jedyną winą było to, że bronili tradycji i ziemi swych przodków.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1538,Masada 66-73 n.e.,Bernard Nowaczyk,NA,Historia,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
59,Afryka Wschodnia 1914-1918,Paweł Brudek,NA,Historia,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2049,Ostatnich gryzą psy (nowe wydanie),Naval,"Urodził się w Raciborzu, jego pierwszym wyuczonym zawodem był ślusarz-spawacz, podjął pracę w Raciborskiej Fabryce Kotłów RAFAKO. Ten zwykły chłopak miał jednak wielkie marzenie – zostać żołnierzem jednostki specjalnej. Dzięki nadludzkiej determinacji udowodnił, że niemożliwe nie istnieje.

Jego długa, kręta i wyczerpująca ścieżka do Jednostki Wojskowej GROM wiodła przez pułk specjalny w Lublińcu i misję Polskiego Kontyngentu Wojskowego UNIFIL w Libanie. Z naderwanymi ścięgnami, wyjąc z bólu, stawił się na selekcję nie wiedząc, co go czeka.

Selekcja do jednostki GROM w bieszczadzkiej głuszy, Polish fucking jungle, to tygodniowy morderczy obóz, którego poziom trudności zszokowałby nawet brytyjskich komandosów z SAS.

SPECJALNY DODATEK W TEJ EDYCJI! Nowe zdjęcia i trzy dodatkowe rozdziały napisane przez jednego z przyjaciół Navala – Michała, współprowadzącego podkast „Na celowniku Navala z Michałem”.

NAVAL Przez czternaście lat pełnił służbę jako operator w zespole bojowym GROM, uczestniczył w działaniach bojowych na wodach Zatoki Perskiej, w Iraku i Afganistanie, przeszedł wiele kursów specjalistycznych, w tym Basic Jungle Training w Belize. Za swoją służbę był wielokrotnie odznaczany, w tym najwyższymi odznaczeniami wojskowymi, jakie można otrzymać w Polsce za czyny bojowe poza granicami kraju, Krzyżem Komandorskim Orderu Krzyża Wojskowego i Złotą Odznaką GROM-u. Był pierwowzorem postaci GROM-owca do gry komputerowej „Medal of Honor. Warfighter”. Prowadzi autorski program „Strzelnica Navala” w POLSAT Sport i podkast „Na celowniku Navala z Michałem”. Wykładowca akademicki, mówca motywacyjny i autor wielu książek, m.in. „Przetrwać Belize”, „Afganistan na kołach”, „Ekstremalnie. Poradnik treningowy”, „Ekstremalna Strzelnica Navala”, „Ekstremalny poradnik przetrwania”, „Lider w stylu GROM”.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
1790,Newel 1562,Marek Plewczyński,"W połowie XVI wieku mocniejsi sąsiedzi (Polska i Litwa, Moskwa, Szwecja, Dania) pożądliwie patrzyli na nadbałtyckie Inflanty, na których podupadało państwo zakonu kawalerów mieczowych. W 1557 roku król polski i wielki książę litewski Zygmunt II August zorganizował wyprawę do Inflant i zmusił mistrza krajowego do zawarcia przymierza przeciwko Moskwie Iwana IV Groźnego. Ten ostatni odpowiedział zajęciem Dorpatu i Narwy. W konflikt włączyli się też Duńczycy i Szwedzi. W 1561 roku mistrz krajowy zakonu inflanckiego Gotthard Kettler jako świecki lennik Zygmunta Augusta objął rządy w Kurlandii i Semigalii. Oddziały polsko-litewskie w przystąpiły do wypierania wojsk moskiewskich. W 1562 roku 4000 żołnierzy pod wodzą kasztelana ciechanowskiego Stanisława Leśniowolskiego udało się pod Newel i założyło tam obóz. 19 sierpnia zaatakowała ich armia rosyjsko-tatarska Andrieja Kurbskiego, licząca aż 45 tys. zbrojnych. Polacy i Litwini dzięki skutecznym szarżom jazdy i dobrej postawie artylerzystów odparli przeważającego wroga. Był to sukces taktyczny, ale w wojnie wkrótce przewagę uzyskali Moskwicini, zajmując w 1563 roku Połock. Tę kampanię opisuje prof. Marek Plewczyński, specjalista w zakresie wojskowości polskiej XVI stulecia.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3179,W obliczu wojny. Polski wywiad wojskowy na hitlerowskie Niemcy 1933-1939,Piotr Kołakowski,NA,Historia,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2530,Runy słowiańskie,Tomasz J. Kosiński,"Runy słowiańskie skrywa zasłona milczenia. W nauce wciąż pokutują tezy narzucone przez niemieckich uczonych w XIX i XX wieku, że Słowianie jako jedyna wielka grupa etniczna we wczesnośredniowiecznej Europie nie znali pisma, co miało potwierdzać ich niższość cywilizacyjną.  Tomasz Kosiński, autor bestsellerowego „Rodowodu Słowian” oraz „Słowiańskich skarbów”, uważa, że prawda była inna.  Dawni Słowianie używali własnego pisma runicznego, podobnie jak Skandynawowie. Świadczą o tym liczne zabytki pokryte runami odnalezione na terenie Polski, Niemiec, Rosji, Ukrainy i innych państw. Autor na podstawie ich analizy rekonstruuje słowiański alfabet runiczny. Twierdzi, że „Słowianie lubowali się w zabawach słownych, często ukrywali prawdziwe znaczenia, stosowali szyfry”. Znajomości pisma, dostępnej tylko nielicznym, przede wszystkim kapłanom, towarzyszyły magia i tajemnica. Ci, którzy umieli pisać runy, bywali uważani za bogów lub ludzi otoczonych ich opieką, predystynowanych do sprawowania ważnych funkcji w swoich społecznościach.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2048,Ostatnich gryzą psy (edycja specjalna limitowana),Naval,"EDYCJA LIMITOWANA – 1500 egzemplarzy w oprawie twardej. Każdy egzemplarz zawiera autograf Navala i jest odręcznie numerowany przez autora.

Urodził się w Raciborzu, jego pierwszym wyuczonym zawodem był ślusarz-spawacz, podjął pracę w Raciborskiej Fabryce Kotłów RAFAKO. Ten zwykły chłopak miał jednak wielkie marzenie – zostać żołnierzem jednostki specjalnej. Dzięki nadludzkiej determinacji udowodnił, że niemożliwe nie istnieje.

Jego długa, kręta i wyczerpująca ścieżka do Jednostki Wojskowej GROM wiodła przez pułk specjalny w Lublińcu i misję Polskiego Kontyngentu Wojskowego UNIFIL w Libanie. Z naderwanymi ścięgnami, wyjąc z bólu, stawił się na selekcję nie wiedząc, co go czeka.

Selekcja do jednostki GROM w bieszczadzkiej głuszy, Polish fucking jungle, to tygodniowy morderczy obóz, którego poziom trudności zszokowałby nawet brytyjskich komandosów z SAS.

SPECJALNY DODATEK W TEJ EDYCJI! Nowe zdjęcia i trzy dodatkowe rozdziały napisane przez jednego z przyjaciół Navala – Michała, współprowadzącego podkast „Na celowniku Navala z Michałem”.

NAVAL Przez czternaście lat pełnił służbę jako operator w zespole bojowym GROM, uczestniczył w działaniach bojowych na wodach Zatoki Perskiej, w Iraku i Afganistanie, przeszedł wiele kursów specjalistycznych, w tym Basic Jungle Training w Belize. Za swoją służbę był wielokrotnie odznaczany, w tym najwyższymi odznaczeniami wojskowymi, jakie można otrzymać w Polsce za czyny bojowe poza granicami kraju, Krzyżem Komandorskim Orderu Krzyża Wojskowego i Złotą Odznaką GROM-u. Był pierwowzorem postaci GROM-owca do gry komputerowej „Medal of Honor. Warfighter”. Prowadzi autorski program „Strzelnica Navala” w POLSAT Sport i podkast „Na celowniku Navala z Michałem”. Wykładowca akademicki, mówca motywacyjny i autor wielu książek, m.in. „Przetrwać Belize”, „Afganistan na kołach”, „Ekstremalnie. Poradnik treningowy”, „Ekstremalna Strzelnica Navala”, „Ekstremalny poradnik przetrwania”, „Lider w stylu GROM”.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
438,Clontarf 1014,Cezary Namirski,"Stoczona w Wielki Piątek 23 kwietnia 1014 roku bitwa pod Clontarf była najważniejszą batalią wczesnego średniowiecza w Irlandii. Zapisała się trwale w pamięci Irlandczyków, osiągając status narodowego zwycięstwa. Arcykról Irlandii Brian Boru, któremu w 1011 roku udało się uzyskać zwierzchność nad królestwami Zielonej Wyspy, wiosną 1014 roky wyruszył pod Dublin, aby poskromić tamtejszego skandynawskiego władcę Sigtrygga Jedwabnobrodego i jego wuja Máela Mórdę, króla Leinster, którym pomocy udzielili wikingowie z Orkadów i wyspy Man.

Bój na położonych na północ od Dublina polach Clontarf był niezwykle krwawy. I choć wojska Briana Boru odniosły zdecydowane zwycięstwo, to arcykról i jego najstarszy syn zginęli, co przekreśliło szanse na zjednoczenie Irlandii. Książka przybliża zarówno samą bitwę, jak i jej szerszy kontekst historyczny, dając czytelnikowi obraz epoki wikingów na Zielonej Wyspie.",Historia," The Battle of Clontarf , fought on Good Friday, April 23, 1014, was the most important battle of the early Middle Ages in Ireland. It is permanently etched in the memory of the Irish, achieving the status of a national victory. The High King of Ireland, Brian Boru, who in 1011 succeeded in gaining supremacy over the kingdoms of the Green
Islands, in the spring of 1014 he set out for Dublin to subdue the local Scandinavian ruler Sigtrygg Silkbeard and his uncle Máel Mórda , King of Leinster , who was aided by Vikings from Orkney and the Isle of Man.
Clontarf , north of Dublin, was extremely bloody. Although Brian Boru's forces won a decisive victory, the high king and his eldest son were killed, which ended any chance of uniting Ireland. The book presents both the battle itself and its broader historical context, giving the reader a picture of the Viking Age on the Emerald Isle."
437,Clontarf 1014 (ebook),Cezary Namirski,"Stoczona w Wielki Piątek 23 kwietnia 1014 roku bitwa pod Clontarf była najważniejszą batalią wczesnego średniowiecza w Irlandii. Zapisała się trwale w pamięci Irlandczyków, osiągając status narodowego zwycięstwa. Arcykról Irlandii Brian Boru, któremu w 1011 roku udało się uzyskać zwierzchność nad królestwami Zielonej Wyspy, wiosną 1014 roky wyruszył pod Dublin, aby poskromić tamtejszego skandynawskiego władcę Sigtrygga Jedwabnobrodego i jego wuja Máela Mórdę, króla Leinster, którym pomocy udzielili wikingowie z Orkadów i wyspy Man.  Bój na położonych na północ od Dublina polach Clontarf był niezwykle krwawy. I choć wojska Briana Boru odniosły zdecydowane zwycięstwo, to arcykról i jego najstarszy syn zginęli, co przekreśliło szanse na zjednoczenie Irlandii. Książka przybliża zarówno samą bitwę, jak i jej szerszy kontekst historyczny, dając czytelnikowi obraz epoki wikingów na Zielonej Wyspie.",Historia,"
Clontarf , fought on Good Friday, April 23, 1014, was the most important battle of the early Middle Ages in Ireland. It is permanently etched in the memory of the Irish, achieving the status of a national victory. The High King of Ireland, Brian Boru, who in 1011 succeeded in gaining supremacy over the kingdoms of the Green
Islands, in the spring of 1014 he set out for Dublin to subdue the local Scandinavian ruler Sigtrygg 
Silkbeard and his uncle Máel Morda , King of Leinster , who were helped by Vikings from Orkney and the Isle of Man. The battle in the fields of Clontarf , north of Dublin , was extremely bloody. Although Brian Boru's forces won a decisive victory, the high king and his eldest son were killed, which ended the chances of uniting Ireland. The book presents both the battle itself and its broader historical context, giving the reader a picture of the Viking Age on the Emerald Isle."
3499,Zakładnicy piekła,Marcin Szymański,"Pewnej sylwestrowej nocy trzech przyjaciół podejmuje decyzję o powrocie do piekła, z którego właśnie wrócili.
Jednym z nich jest Marcin, który po kilku miesiącach spędzonych na południu Afganistanu jako dowódca grupy bojowej postanowił zacząć kolejną przygodę w miejscu, z którego poprzednio chciał się wyrwać.
Trafia na pokład stanowiska dowodzenia zwanego Gwiazdą Śmierci. Początki nie były łatwe, jednak szybko przestawił się na nocny tryb życia i zaaklimatyzował się wśród natowskiej elity w „teamie nietoperzy”.
Pewnego dnia dostaje kopertę z klauzulą US Secret, a w niej kwit, który wywróci wszystko do góry nogami. Ma zostać doradcą wojskowym afgańskiej armii. Jeśli nie wiecie, czym jest body snatching, Autor Wam opowie.
Jaką podjął decyzję? Wrócił do kraju? Został w piekle, aby narażać się i budować coś od zera? Jak to się stało, że padł ofiarą strzału znikąd? Kto przełożył ten element układanki?
Zakładnicy piekła to książka o ludziach – ich słabościach, emocjach i nadziejach. Uniwersalny zapis wojennej rzeczywistości, z której trudno uciec, a jeszcze trudniej do niej powrócić.

O AUTORZE:
MARCIN SZYMAŃSKI 
Były żołnierz z dwudziestopięcioletnim stażem służby, absolwent amerykańskiej uczelni wojskowej. Oficer – służbę wojskową zakończył na stanowisku szefa sztabu Wojsk Specjalnych. Trzykrotnie brał udział
w misjach poza granicami kraju, w tym jako dowódca grupy bojowej w Afganistanie.
Za udział w operacjach został odznaczony amerykańską Brązową Gwiazdą i polskim Wojskowym Krzyżem Zasługi z Mieczami.
Poza wojskiem wykładowca na UJ i USWPS. Aktywny publicysta, autor bloga www.colonelweekly.eu. Obserwator życia, sportowiec, żeglarz. Po odejściu ze służby zajął się popularyzacją sportów ekstremalnych i aktywnej turystyki w ramach założonej przez siebie firmy Sport Adventure.
Jest autorem książki Na sprzedanej wojnie.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS
2675,Słowiańskie tajemnice (audiobook),Tomasz Józef Kosiński,"Najdawniejsze dzieje ziem polskich, a także losy Słowian, zwłaszcza z czasów przed przyjęciem chrześcijaństwa, kryją wiele tajemnic. Historycy, archeolodzy, językoznawcy i inni badacze głowią się, jak interpretować rozmaite znaleziska i przekazy źródłowe. Pojawia się mnóstwo teorii i hipotez dotyczących pochodzenia poszczególnych ludów, ich historii, wierzeń, obyczajów, władców i innych postaci występujących w legendach i podaniach.   Tomasz J. Kosiński, znawca dawnej Słowiańszczyzny, autor m.in. „Rodowodu Słowian”, „Wiary Słowian”, „Bogów Słowian” i „Życia erotycznego Słowian”, zajął się takimi problemami. W swej najnowszej książce stara się wyjaśnić:  - kto wzniósł tzw. kujawskie piramidy, czyli kamienne grobowce mające 5500 lat, a wiec starsze od egipskich piramid i angielskiego kręgu kultowego w Stonehenge? - co nam mówi waza z Bronocic z najstarszym wizerunkiem wozu konnego w Europie? - czy uralska osada Arkaim była prakolebką Słowian i siedzibą Wedów, czyli mędrców? - czym jest „pomorska Troja”, czyli kto z kim walczył nad rzeką Dołężą (niem. Tollensee) w Meklemburgii w XIII wieku p.n.e.? - co wspólnego ze Słowianami mieli Hyperborejczycy i Lugiowie? - co produkowali, sprzedawali i jedli dawni Słowianie? - dlaczego Słowianie nie mogli być niewolnikami u Rzymian? - jakie tajemnice kryje dokument „Dagome Iudex”, opisujący państwo Mieszka I?  Każdy, kto interesuje się dawną historią Słowian, powinien sięgnąć po tę publikację.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
325,Borgiowie i ich wrogowie,Christopher Hibbert,"Barwna historia potężnej rodziny, spisana piórem Christophera Hibberta, wskrzesza świat, w którym żyli — pełen blichtru Rzym włoskiego renesansu. Tej książki nie da się odłożyć!
„New York Times Book Review”

Nazwisko Borgia jest synonimem korupcji, nepotyzmu i chciwości, które szerzyły się w renesansowych Włoszech. Centralną postacią dynastii był potężny, żarłoczny Rodrigo Borgia, lepiej znany w historii jako papież Aleksander VI. Dwoje z jego siedmiu papieskich potomków również osiągnęło władzę i sławę — jego córka Lukrecja Borgia, której mąż został słynnie zamordowany przez jej brata, oraz ten brat, Cesare, który posłużył jako model do książki Książę Niccolo Machiavellego.

Poznaj z bliska losy rodziny znanej z przejmowania władzy, bogactwa, ziemi i tytułów poprzez przekupstwo, małżeństwa i morderstwa, dramatyczny wzrost dynastii od jej hiszpańskich korzeni do zajęcia najwyższej pozycji w społeczeństwie renesansu.

Hibbert mierzy się z mitami, jakimi obrósł ród Borgiów, i tworzy żywy jej portret, i robi to dowcipnie, z erudycją i właściwą sobie wnikliwością.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3217,Weje 405-396 p.n.e. (ebook),Daniel Gazda,NA,Historia,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
3218,Weje 405-396 p.n.e.,Daniel Gazda,NA,Historia,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
2715,Spowiedź carycy Katarzyny II,Christopher Macht,"Katarzyna II Wielka jest uznawana za jedną z największych postaci, które zasiadły na carskim tronie Rosji! To również kobieta, która kochała seks i nigdy się z tym nie kryła. Gdyby żyła w dzisiejszych czasach, zapewne zrecenzowałaby skandalizującą książkę „50 Twarzy Greya”, jednym słowem: - Nuda!

Co takiego czyniła wieczorami? Jak wyglądała legendarna Bursztynowa Komnata, w której spędzała czas? I co robiła w swym „Pokoju Rozkoszy”? Ile jest prawdy w tym, że jeden z jej kochanków przeprowadzał testy mężczyznom, którzy w przyszłości mieli znaleźć się w jej sypialni? I jak do tego wszystkiego odnosił się jej mąż Piotr, człowiek, który w również miał zasiąść na rosyjskim tronie? Na te wszystkie pytania władczyni odpowiada w rozmowie ze swoim kochankiem, przyszłym królem Polski Stanisławem Poniatowskim.
Poznajcie zatem historię bodaj największej królowej romansów wszechczasów!",Historia,"
Catherine II the Great is considered one of the greatest figures to sit on the tsarist throne of Russia! She was also a woman who loved sex and never hid it. If she lived today, she would probably review the scandalous book ""50 Shades of Grey"" in one word: - Boring!
What did she do in the evenings? What did the legendary Amber Room look like, where she spent her time? And what did she do in her ""Pleasure Room""? How much truth is there in the fact that one of her lovers performed tests on men who would later find themselves in her bedroom? And how did her husband Piotr, a man who would also sit on the Russian throne, feel about all this? The ruler answers all these questions in a conversation with her lover, the future King of Poland Stanisław Poniatowski. So get to know the story of probably the greatest queen of romances of all time!"
1412,Lechowe Pole 955,Robert F. Barkowski,"Niniejsza publikacja omawia w sposób popularnonaukowy przyczyny i przygotowania, przebieg oraz skutki i następstwa bitwy stoczonej 10 sierpnia 955 roku na Lechowym Polu pomiędzy rycerstwem zjednoczonych księstw niemieckich (wspomaganych przez 2 legiony czeskie)a węgierskimi wojownikami. Hufce lekko- i ciężkozbrojnej jazdy dowodzone przez niemieckiego króla Ottona I przeciwko konnym łucznikom i piechocie z węgierskim wodzem Bulcsú na czele. Po stronie niemieckiej germańskie szczepy Sasów, Bawarów, Franków i Szwabów, słowiańskie legiony z Czech oraz oddziały z podbitych plemion południowego Połabia. Po przeciwnej stronie elitarna konnica węgierska posiłkowana piechotą złożoną z ludów Kotliny Panońskiej. Bitwa przeszła do historii jako jedna z ważniejszych w dziejach Europy i to z wielu przyczyn. Zakończyła ona trwający 60 lat okres węgierskich najazdów na Europę Zachodnią. Na podstawie przekazów historycy obliczyli liczbę węgierskich najazdów tylko na obszary wschodniofrankijskie w latach 900-955, było ich 32. Bitwa stała się wielkim triumfem Ottona Wielkiego, rozgromieniu uległa większa część wojsk węgierskich wraz z najważniejszymi wodzami. Jeszce na polu bitwy upojeni sukcesem rycerze okrzyknęli Ottona cesarzem, Imperatorem, na wzór późnoantycznych legionów rzymskich. W 962 roku Otto I został koronowany i namaszczony w Rzymie na cesarza, do czego by nie doszło bez zwycięstwa na Lechowym Polu.",Historia,QUERY LENGTH LIMIT EXCEEDED. MAX ALLOWED QUERY : 500 CHARS MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  23 HOURS 41 MINUTES 08 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
1447,Little Big Horn 1876,Grzegorz Swoboda,"17 maja 1876 roku rząd Stanów Zjednoczonych wysłał na pogranicze Montany i Wyoming trzy kolumny wojska przeciwko Indianom, którzy wbrew zarządzeniom władzom opuścili rezerwaty. Pierwszą kolumną w sile 1316 żołnierzy dowodził gen. bryg. George Crook, drugą liczącą około 1200 ludzi dowodził gen. bryg. Alfred Terry. Główną siłą uderzeniową kolumny Terry’ego był 7 Regiment Kawalerii US Army pod komendą podpułkownika George’a A. Custera, liczący 32 oficerów i 718 żołnierzy.

Do bitwy doszło 25 czerwca 1876 roku pomiędzy żołnierzami 7 Regimentu Kawalerii a Indianami północnoamerykańskimi, głównie z plemienia Dakota, pod wodzą Szalonego Konia, Siedzącego Byka i innych wodzów. Indianie bitwę wygrali, wszyscy uczestniczący w niej żołnierze czołowych kompanii 7. Regimentu oraz towarzyszący im cywile zginęli, ale nie powstrzymało to podboju przez Amerykanów Wielkich Równin i Gór Czarnych przez Amerykanów.",Historia,"
On May 17, 1876, the United States government sent three columns of troops to the Montana-Wyoming border against the Indians who had disobeyed government orders to leave their reservations. The first column, 1,316 strong, was commanded by Brig. Gen. George Crook , and the second, about 1,200 strong, was commanded by Brig. Gen. Alfred Terry . The main striking force of Terry's column was the 7th Cavalry Regiment of the U.S. Army under Lieutenant Colonel George A. Custer , with 32 officers and 718 men.
The battle took place on June 25, 1876, between the soldiers of the 7th Cavalry and the North American Indians, mainly from the Dakota tribe, led by Crazy Horse, Sitting Bull, and other chiefs. The Indians won the battle, all the soldiers of the leading companies of the 7th Regiment and the civilians who accompanied them were killed, but this did not stop the American conquest of the Great Plains and the Black Hills by the Americans."
